,Unnamed: 0,checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job,gender,res_split1,residence_history_in mnths,employment_length_in mnths,purpose_grped,GBFlag,job_grped,credit_history_grped,Age_grped,residence_history_in mnths_grped,employment_length_in mnths_grped,savings_balance_grped,months_loan_duration_grped,checking_balance_grped
318,318,0.0,12,critical,education,701,3.0,1 years,4,single,none,9 months,other,32,none,own,2,0,1,,yes,skilled employee,male,9.0,9.0,12.0,education,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
548,548,-27.0,12,fully repaid this bank,radio/tv,626,46.0,2 years,4,single,none,8 years,real estate,24,bank,own,1,1,1,,yes,unskilled resident,female,8.0,96.0,24.0,domestic appliance,Bad,unskilled resident,fully repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
998,998,-18.0,45,repaid,radio/tv,1845,31.0,2 years,4,single,none,8 years,unknown/none,23,none,for free,1,1,1,2342257370.0,yes,skilled employee,male,8.0,96.0,24.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[37, 73)","[-inf, -15.0)"
714,714,190.0,60,repaid,car (new),14027,53.0,5 years,4,single,none,1 months,unknown/none,27,none,own,1,1,1,2345078382.0,yes,mangement self-employed,male,1.0,1.0,60.0,Car,Bad,Others,delayed/repaid,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[37, 73)","[102.0, inf)"
753,753,0.0,30,critical,radio/tv,5771,59.0,6 years,4,single,none,2 months,other,25,none,own,2,0,1,,yes,skilled employee,female,2.0,2.0,72.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
327,327,0.0,24,repaid,car (new),1525,3858.0,6 years,4,single,none,3 years,other,34,none,own,1,0,2,2345823642.0,yes,skilled employee,female,3.0,36.0,72.0,Car,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
382,382,0.0,22,repaid,car (new),1283,0.0,7 years,4,single,none,16 years,building society savings,25,none,rent,1,0,1,,yes,skilled employee,female,16.0,192.0,84.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[132.0, 240.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
451,451,0.0,6,repaid,radio/tv,518,26.0,1 years,3,single,none,,real estate,29,none,own,1,0,1,,yes,skilled employee,female,,-500.0,12.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[3, 10)","[-15.0, 0.0)"
522,522,-24.0,48,fully repaid,furniture,7119,55.0,1 years,3,single,none,22 years,unknown/none,53,none,for free,2,1,2,,yes,skilled employee,male,22.0,264.0,12.0,furniture,Bad,skilled employee,fully repaid,"[53, 76)","[240.0, inf)","[3.0, 24.0)","[31.0, 155.0)","[37, 73)","[-inf, -15.0)"
218,218,-23.0,24,repaid,furniture,3021,90.0,3 years,2,divorced,none,5 months,real estate,24,none,rent,1,0,1,,yes,unskilled resident,male,5.0,5.0,36.0,furniture,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
787,787,0.0,48,critical,car (used),2751,0.0,13 years,4,single,none,3 years,other,38,none,own,2,0,2,2342214627.0,yes,skilled employee,male,3.0,36.0,156.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[37, 73)","[-15.0, 0.0)"
436,436,0.0,6,repaid,repairs,660,561.0,5 years,2,married,none,8 years,real estate,23,none,rent,1,0,1,,yes,unskilled resident,male,8.0,96.0,60.0,Others,Good,unskilled resident,delayed/repaid,"[18, 24)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[3, 10)","[-15.0, 0.0)"
764,764,0.0,24,critical,car (new),2463,237.0,7 years,4,married,none,2 years,building society savings,27,none,own,2,0,1,2345137343.0,yes,skilled employee,male,2.0,24.0,84.0,Car,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
88,88,-48.0,18,repaid,car (new),2249,326.0,4 years,4,single,none,2 years,other,30,none,own,1,0,2,2347534700.0,yes,mangement self-employed,male,2.0,24.0,48.0,Car,Good,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[16, 19)","[-inf, -15.0)"
63,63,69.0,48,fully repaid,business,14421,82.0,2 years,2,single,none,0 months,other,25,none,own,1,1,1,2349541254.0,yes,skilled employee,male,0.0,0.0,24.0,Others,Bad,skilled employee,fully repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[37, 73)","[0.0, 102.0)"
826,826,-32.0,18,critical,car (new),3966,5.0,9 years,1,single,none,23 years,real estate,33,bank,rent,3,1,1,2341158575.0,yes,skilled employee,female,23.0,276.0,108.0,Car,Bad,skilled employee,critical,"[24, 34)","[240.0, inf)","[84.0, inf)","[1.0, 31.0)","[16, 19)","[-inf, -15.0)"
716,716,0.0,30,critical,radio/tv,3077,0.0,7 years,3,single,none,8 months,other,40,none,own,2,0,2,2340692176.0,yes,skilled employee,male,8.0,8.0,84.0,domestic appliance,Good,skilled employee,critical,"[40, 45)","[2.0, 132.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
351,351,77.0,9,repaid,furniture,959,51.0,1 years,1,single,none,0 months,other,29,none,own,1,1,1,,no,skilled employee,female,0.0,0.0,12.0,furniture,Bad,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[0.0, 102.0)"
936,936,778.0,9,repaid,radio/tv,745,14.0,2 years,3,single,none,9 months,real estate,28,none,own,1,1,1,,yes,unskilled resident,female,9.0,9.0,24.0,domestic appliance,Bad,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[3, 10)","[102.0, inf)"
256,256,0.0,24,critical,radio/tv,2684,40.0,3 years,4,single,none,4 months,real estate,35,none,own,2,0,1,,yes,unskilled resident,male,4.0,4.0,36.0,domestic appliance,Good,unskilled resident,critical,"[34, 40)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
635,635,0.0,12,repaid,education,1393,60.0,7 years,4,single,none,11 years,building society savings,47,bank,own,3,0,2,2348644962.0,yes,skilled employee,male,11.0,132.0,84.0,education,Good,skilled employee,delayed/repaid,"[45, 53)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
644,644,-36.0,18,critical,radio/tv,1880,25.0,7 years,4,married,none,,building society savings,32,none,own,2,0,1,2348609414.0,yes,mangement self-employed,male,,-500.0,84.0,domestic appliance,Good,Others,critical,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[1.0, 31.0)","[16, 19)","[-inf, -15.0)"
554,554,138.0,9,repaid,education,1199,37.0,6 years,4,single,none,23 years,building society savings,67,none,own,2,0,1,2344468754.0,yes,mangement self-employed,female,23.0,276.0,72.0,education,Good,Others,delayed/repaid,"[53, 76)","[240.0, inf)","[36.0, 84.0)","[31.0, 155.0)","[3, 10)","[102.0, inf)"
959,959,175.0,24,repaid,furniture,3069,172.0,16 years,4,single,none,17 years,unknown/none,30,none,for free,1,0,1,,yes,skilled employee,male,17.0,204.0,192.0,furniture,Good,skilled employee,delayed/repaid,"[24, 34)","[132.0, 240.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[102.0, inf)"
168,168,0.0,24,repaid,furniture,3972,51.0,4 years,2,single,none,16 years,building society savings,25,none,rent,1,0,1,2341180005.0,yes,skilled employee,female,16.0,192.0,48.0,furniture,Good,skilled employee,delayed/repaid,"[24, 34)","[132.0, 240.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
917,917,-41.0,6,repaid,car (new),14896,92.0,18 years,1,single,none,22 years,unknown/none,68,bank,own,1,1,1,2341706117.0,yes,mangement self-employed,male,22.0,264.0,216.0,Car,Bad,Others,delayed/repaid,"[53, 76)","[240.0, inf)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
528,528,-22.0,36,repaid,radio/tv,2302,73.0,3 years,4,divorced,none,6 years,other,31,none,rent,1,1,1,,yes,skilled employee,male,6.0,72.0,36.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[31, 37)","[-inf, -15.0)"
823,823,-19.0,8,critical,car (new),731,51.0,9 years,4,single,none,14 years,real estate,47,none,own,2,0,1,,yes,unskilled resident,male,14.0,168.0,108.0,Car,Good,unskilled resident,critical,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
985,985,-44.0,15,critical,furniture,1433,91.0,1 years,4,single,none,1 years,building society savings,25,none,rent,2,0,1,,yes,skilled employee,female,1.0,12.0,12.0,furniture,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
816,816,0.0,6,repaid,domestic appliances,1338,851.0,1 years,1,divorced,none,15 years,real estate,62,none,own,1,0,1,,yes,skilled employee,male,15.0,180.0,12.0,domestic appliance,Good,skilled employee,delayed/repaid,"[53, 76)","[132.0, 240.0)","[3.0, 24.0)","[155.0, inf)","[3, 10)","[-15.0, 0.0)"
86,86,29.0,18,critical,furniture,1295,80.0,9 months,4,single,none,,building society savings,27,none,own,2,0,1,,yes,skilled employee,female,,-500.0,9.0,furniture,Good,skilled employee,critical,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[16, 19)","[0.0, 102.0)"
432,432,-47.0,6,critical,furniture,1872,34.0,,4,single,none,13 years,unknown/none,36,none,for free,3,0,1,2345782918.0,yes,mangement self-employed,male,13.0,156.0,-500.0,furniture,Good,Others,critical,"[34, 40)","[132.0, 240.0)","[-inf, 3.0)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
184,184,72.0,18,critical,car (new),884,13.0,7 years,4,single,none,10 years,other,36,bank,own,1,1,2,2349334908.0,yes,skilled employee,male,10.0,120.0,84.0,Car,Bad,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[16, 19)","[0.0, 102.0)"
978,978,0.0,24,delayed,car (new),2538,42.0,13 years,4,single,none,18 years,other,47,none,own,2,1,2,,yes,unskilled resident,male,18.0,216.0,156.0,Car,Bad,unskilled resident,delayed/repaid,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
534,534,0.0,24,repaid,radio/tv,3105,0.0,3 months,4,single,none,1 months,other,25,none,own,2,0,1,,yes,skilled employee,male,1.0,1.0,3.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[-inf, 3.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
294,294,0.0,48,critical,business,7629,0.0,9 years,4,divorced,none,9 months,other,46,bank,own,2,0,2,,yes,mangement self-employed,male,9.0,9.0,108.0,Others,Good,Others,critical,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[37, 73)","[-15.0, 0.0)"
892,892,-6.0,12,critical,car (new),2171,5.0,2 years,4,single,none,10 years,building society savings,38,bank,own,2,0,1,,no,unskilled resident,male,10.0,120.0,24.0,Car,Good,unskilled resident,critical,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
425,425,30.0,18,repaid,car (used),2779,55.0,2 years,1,married,none,1 years,other,21,none,rent,1,0,1,2341917112.0,yes,skilled employee,male,1.0,12.0,24.0,Car,Good,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[16, 19)","[0.0, 102.0)"
713,713,-43.0,9,critical,radio/tv,1138,35.0,1 years,4,single,none,11 years,real estate,25,none,own,2,0,1,,yes,unskilled resident,male,11.0,132.0,12.0,domestic appliance,Good,unskilled resident,critical,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
260,260,-24.0,12,repaid,furniture,1657,40.0,3 years,2,single,none,1 months,real estate,27,none,own,1,0,1,,yes,skilled employee,male,1.0,1.0,36.0,furniture,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
237,237,122.0,21,repaid,business,2767,413.0,11 years,4,divorced,none,6 months,other,61,bank,rent,2,1,1,,yes,unskilled resident,male,6.0,6.0,132.0,Others,Bad,unskilled resident,delayed/repaid,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[102.0, inf)"
559,559,115.0,18,critical,furniture,1928,80.0,9 months,2,single,none,5 months,real estate,31,none,own,2,1,1,,yes,unskilled resident,male,5.0,5.0,9.0,furniture,Bad,unskilled resident,critical,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[16, 19)","[102.0, inf)"
583,583,196.0,36,repaid,repairs,2384,47.0,8 months,4,single,none,,unknown/none,33,none,rent,1,1,1,,yes,unskilled resident,male,,-500.0,8.0,Others,Bad,unskilled resident,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[102.0, inf)"
445,445,0.0,9,critical,education,1244,0.0,12 years,4,single,none,16 years,building society savings,41,none,rent,2,0,1,,yes,unskilled resident,female,16.0,192.0,144.0,education,Good,unskilled resident,critical,"[40, 45)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[3, 10)","[-15.0, 0.0)"
867,867,0.0,12,critical,furniture,3331,78.0,9 years,2,single,none,11 years,building society savings,42,stores,own,1,0,1,,yes,skilled employee,male,11.0,132.0,108.0,furniture,Good,skilled employee,critical,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
800,800,0.0,24,critical,education,1597,23.0,10 years,4,single,none,7 years,unknown/none,54,none,for free,2,0,2,,yes,skilled employee,male,7.0,84.0,120.0,education,Good,skilled employee,critical,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
599,599,0.0,24,delayed,business,3863,98.0,2 years,1,single,none,3 months,unknown/none,32,none,for free,1,0,1,,yes,skilled employee,male,3.0,3.0,24.0,Others,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
849,849,-7.0,12,repaid,radio/tv,709,3.0,10 years,4,single,none,13 years,real estate,57,stores,own,1,1,1,,yes,unskilled resident,male,13.0,156.0,120.0,domestic appliance,Bad,unskilled resident,delayed/repaid,"[53, 76)","[132.0, 240.0)","[84.0, inf)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
265,265,67.0,15,repaid,radio/tv,802,39.0,9 years,4,single,none,3 years,other,37,none,own,1,1,2,,yes,skilled employee,male,3.0,36.0,108.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[0.0, 102.0)"
995,995,0.0,12,repaid,furniture,1736,48.0,4 years,3,single,none,20 years,real estate,31,none,own,1,0,1,,yes,unskilled resident,female,20.0,240.0,48.0,furniture,Good,unskilled resident,delayed/repaid,"[24, 34)","[132.0, 240.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
529,529,-39.0,6,repaid,car (new),662,13.0,11 months,3,single,none,11 years,real estate,41,none,own,1,0,2,2341176034.0,yes,unskilled resident,male,11.0,132.0,11.0,Car,Good,unskilled resident,delayed/repaid,"[40, 45)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[3, 10)","[-inf, -15.0)"
55,55,0.0,6,fully repaid this bank,car (new),783,0.0,3 years,1,single,guarantor,9 months,real estate,26,stores,own,1,0,2,,yes,unskilled resident,male,9.0,9.0,36.0,Car,Good,unskilled resident,fully repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[0.0, 1.0)","[3, 10)","[-15.0, 0.0)"
120,120,-48.0,21,repaid,radio/tv,1835,9.0,2 years,3,single,none,1 months,real estate,25,none,own,2,1,1,2345434658.0,yes,skilled employee,female,1.0,1.0,24.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[19, 31)","[-inf, -15.0)"
215,215,41.0,6,critical,retraining,932,0.0,5 years,1,single,none,1 years,building society savings,39,none,own,2,0,1,,yes,unskilled resident,female,1.0,12.0,60.0,Others,Good,unskilled resident,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[0.0, 1.0)","[3, 10)","[0.0, 102.0)"
25,25,-21.0,6,repaid,furniture,1374,75.0,2 years,1,single,none,3 months,real estate,36,bank,own,1,0,1,2341353326.0,yes,unskilled resident,male,3.0,3.0,24.0,furniture,Good,unskilled resident,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
72,72,-15.0,8,critical,others,1164,98.0,16 years,3,single,none,14 years,unknown/none,51,bank,for free,2,0,2,2346967962.0,yes,mangement self-employed,male,14.0,168.0,192.0,Others,Good,Others,critical,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
44,44,-1.0,48,critical,car (used),6143,12.0,14 years,4,single,none,21 years,unknown/none,58,stores,for free,2,1,1,,yes,unskilled resident,female,21.0,252.0,168.0,Car,Bad,unskilled resident,critical,"[53, 76)","[240.0, inf)","[84.0, inf)","[1.0, 31.0)","[37, 73)","[-15.0, 0.0)"
247,247,0.0,6,fully repaid,car (new),1204,492.0,2 years,4,single,none,,unknown/none,35,bank,rent,1,0,1,,no,skilled employee,male,,-500.0,24.0,Car,Good,skilled employee,fully repaid,"[34, 40)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[3, 10)","[-15.0, 0.0)"
721,721,78.0,6,fully repaid this bank,education,433,18319.0,6 months,4,single,none,9 months,building society savings,24,bank,rent,1,1,2,,yes,skilled employee,female,9.0,9.0,6.0,education,Bad,skilled employee,fully repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[3, 10)","[0.0, 102.0)"
281,281,0.0,12,repaid,furniture,1574,49.0,1 years,4,single,none,6 months,real estate,50,none,own,1,0,1,,yes,skilled employee,male,6.0,6.0,12.0,furniture,Good,skilled employee,delayed/repaid,"[45, 53)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
893,893,31.0,36,critical,car (used),5800,63.0,1 years,3,single,none,6 years,other,34,none,own,2,0,1,2343356707.0,yes,skilled employee,male,6.0,72.0,12.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[0.0, 102.0)"
914,914,-4.0,24,fully repaid this bank,business,3161,12.0,3 years,4,single,none,8 months,building society savings,31,none,rent,1,1,1,2348923396.0,yes,skilled employee,male,8.0,8.0,36.0,Others,Bad,skilled employee,fully repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
810,810,119.0,8,repaid,business,907,6.0,6 months,3,married,none,0 months,real estate,26,none,own,1,0,1,2348175698.0,yes,skilled employee,male,0.0,0.0,6.0,Others,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[3, 10)","[102.0, inf)"
244,244,0.0,12,fully repaid this bank,retraining,3447,970.0,2 years,4,single,none,1 years,real estate,35,none,own,1,0,2,,yes,unskilled resident,female,1.0,12.0,24.0,Others,Good,unskilled resident,fully repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
822,822,-27.0,36,repaid,furniture,2712,26.0,11 years,2,single,none,10 months,building society savings,41,bank,own,1,1,2,,yes,skilled employee,male,10.0,10.0,132.0,furniture,Bad,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[1.0, 31.0)","[31, 37)","[-inf, -15.0)"
321,321,-28.0,24,repaid,radio/tv,1938,4.0,7 months,4,divorced,none,3 years,building society savings,32,none,own,1,1,1,,yes,skilled employee,male,3.0,36.0,7.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[19, 31)","[-inf, -15.0)"
643,643,0.0,24,critical,radio/tv,1851,27.0,5 years,4,married,guarantor,10 months,other,33,none,own,2,0,1,2341892936.0,yes,skilled employee,male,10.0,10.0,60.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
158,158,32.0,24,repaid,car (new),3512,212.0,5 years,2,single,none,1 years,other,38,bank,own,2,0,1,2340525322.0,yes,skilled employee,male,1.0,12.0,60.0,Car,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[19, 31)","[0.0, 102.0)"
977,977,161.0,18,delayed,business,2427,0.0,10 years,4,single,none,6 months,building society savings,42,none,own,2,0,1,,yes,skilled employee,male,6.0,6.0,120.0,Others,Good,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[16, 19)","[102.0, inf)"
429,429,-50.0,18,critical,repairs,1190,70.0,,2,single,none,13 years,unknown/none,55,none,for free,3,1,2,,yes,unemployed non-resident,female,13.0,156.0,-500.0,Others,Bad,Others,critical,"[53, 76)","[132.0, 240.0)","[-inf, 3.0)","[31.0, 155.0)","[16, 19)","[-inf, -15.0)"
941,941,0.0,10,repaid,car (new),1546,31.0,2 years,3,single,none,11 months,real estate,31,none,own,1,0,2,,no,unskilled resident,male,11.0,11.0,24.0,Car,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
462,462,168.0,12,repaid,furniture,3017,91.0,9 months,3,single,none,,real estate,34,none,rent,1,0,1,,yes,mangement self-employed,female,,-500.0,9.0,furniture,Good,Others,delayed/repaid,"[34, 40)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
309,309,165.0,9,repaid,car (new),276,40.0,1 years,4,married,none,16 years,real estate,22,none,rent,1,0,1,,yes,unskilled resident,male,16.0,192.0,12.0,Car,Good,unskilled resident,delayed/repaid,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[102.0, inf)"
697,697,0.0,12,critical,car (new),926,52.0,,1,single,none,10 months,building society savings,38,none,own,1,0,1,,yes,unemployed non-resident,female,10.0,10.0,-500.0,Car,Good,Others,critical,"[34, 40)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
60,60,103.0,9,repaid,business,1391,37.0,2 years,2,married,none,,real estate,27,bank,own,1,0,1,2343398051.0,yes,skilled employee,male,,-500.0,24.0,Others,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[102.0, inf)"
884,884,42.0,24,repaid,furniture,4057,86.0,5 years,3,divorced,none,3 years,other,43,none,own,1,1,1,2340224563.0,yes,skilled employee,male,3.0,36.0,60.0,furniture,Bad,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[0.0, 102.0)"
